t_1hz,X-coordinate,Y-coordinate,Speed,power consumption,current consuption,Heading,Position confidence,Battery value,RIGHT DRIVE SIGNALS.ActualSpeed_R,LEFT DRIVE SIGNALS.ActualSpeed_L,energy_J_step,scanner_active,Going to ID,Current segment,t_sec,session,interval_check,is_1hz_ok,node_id
277,-1.9944209999999998,1.4359477272727272,0.10844445454545455,285.09090909090907,6310.545454545455,-0.8241288363636362,98.0909090909091,65.0,-58.36363636363637,275.27272727272725,309.0599999999948,0.0,5.0,234.0,277,2,1.0,True,31.0
278,-1.9685802499999998,1.35387025,0.13326409749999998,284.5,6296.25,-1.307372,85.75,65.0,9.0,257.75,300.4199999999895,0.0,5.0,234.0,278,2,1.0,True,32.0
279,-1.9797758333333333,1.2543810000000002,0.08458846916666667,272.1666666666667,6017.25,-1.533449,57.166666666666664,65.0,56.666666666666664,112.75,295.5960000000021,0.0,5.0,234.0,279,2,1.0,True,32.0
280,-1.9820341818181817,1.1858384545454546,0.06903471181818181,270.0,5970.090909090909,-1.5499631818181818,49.54545454545455,65.0,92.36363636363636,46.18181818181818,287.8920000000042,0.0,5.0,244.0,280,2,1.0,True,32.0
281,-1.9713133333333335,1.1299418333333333,0.03818180583333333,272.9166666666667,6034.833333333333,-1.40018475,53.833333333333336,65.0,91.66666666666667,-15.0,291.6719999999885,0.0,5.0,244.0,281,2,1.0,True,32.0
282,-1.9600469090909092,1.102953,0.00023204945454545454,272.6363636363636,6014.090909090909,-1.3130750909090911,67.72727272727273,65.0,47.45454545454545,-46.90909090909091,143.1,0.0,5.0,246.0,282,2,1.0,True,32.0
283,-1.9269079166666667,1.0759678333333333,0.000425424,277.8333333333333,6141.5,-1.0473467916666668,85.0,65.0,98.91666666666667,-97.91666666666667,296.5320000000095,0.0,5.0,246.0,283,2,1.0,True,32.0
284,-1.9271099999999999,1.052218,0.000425424,276.09090909090907,6112.909090909091,-0.7112662090909091,83.27272727272727,65.0,100.0,-99.0,293.72400000001363,0.0,5.0,246.0,284,2,1.0,True,32.0
285,-1.934127272727273,1.057671090909091,0.000425424,276.09090909090907,6113.0,-0.36294882727272726,80.72727272727273,65.0,100.0,-99.0,296.38799999998014,0.0,5.0,246.0,285,2,1.0,True,32.0
286,-1.9359607500000002,1.0677295,0.000425424,276.5,6122.0,-0.032784034999999996,70.5,65.0,100.0,-99.0,299.3039999999979,0.0,5.0,246.0,286,2,1.0,True,32.0
287,-1.9417229999999999,1.0742485454545454,0.000425424,276.09090909090907,6113.0,0.3395473090909091,69.0909090909091,65.0,100.0,-99.0,294.94800000000106,0.0,5.0,246.0,287,2,1.0,True,32.0
288,-1.9528895454545454,1.053985,0.00038674909090909084,272.3636363636364,6027.636363636364,0.6578259727272727,50.90909090909091,65.0,90.9090909090909,-90.0,279.7559999999969,0.0,5.0,246.0,288,2,1.0,True,32.0
289,-1.9686569999999999,1.036791,0.0,244.8,5400.8,0.7536785,34.8,65.0,0.0,0.0,128.3040000000241,0.0,5.0,246.0,289,2,1.0,True,32.0
290,-1.9686569999999999,1.036791,0.0,242.5,5341.5,0.7536785,32.0,65.0,0.0,0.0,263.6639999999927,0.0,5.0,246.0,290,2,1.0,True,32.0
291,-1.9686569999999999,1.036791,0.0,232.5,5113.6,0.7536785,31.6,65.9,0.0,0.0,249.8039999999979,0.0,5.0,0.0,291,2,1.0,True,32.0
292,-1.9686569999999999,1.036791,0.0,232.6,5127.2,0.7536785,31.9,66.0,0.0,0.0,247.8960000000021,0.0,5.0,0.0,292,2,1.0,True,32.0
293,-1.9686569999999999,1.036791,0.0,231.8,5106.3,0.7536785,32.0,66.0,0.0,0.0,245.77199999998848,0.0,5.0,0.0,293,2,1.0,True,32.0
294,-1.9675933636363638,1.0357273636363635,0.0,231.9090909090909,5094.454545454545,0.7536784999999999,31.727272727272727,66.0,0.0,0.0,247.03200000000942,0.0,5.0,0.0,294,2,1.0,True,32.0
295,-1.964757,1.032891,0.0,231.8,5105.2,0.7536785,35.2,66.0,0.0,0.0,244.87199999998847,0.0,5.0,0.0,295,2,1.0,True,32.0
296,-1.9644970000000002,1.0326309999999999,0.0,232.4,5105.2,0.7536785,36.1,66.0,0.0,0.0,246.8880000000063,0.0,5.0,0.0,296,2,1.0,True,32.0
297,-1.9619206363636363,1.0300546363636365,0.0,232.27272727272728,5103.909090909091,0.7536784999999999,36.81818181818182,66.0,0.0,0.0,249.19200000000419,0.0,5.0,0.0,297,2,1.0,True,32.0
298,-1.9582570000000001,1.0263909999999998,0.0,230.0,5066.5,0.7536785,42.5,66.0,0.0,0.0,124.4880000000063,0.0,5.0,0.0,298,2,1.0,True,32.0
299,-1.9569569999999998,1.025091,0.0,231.8,5096.2,0.7536785,46.4,66.0,0.0,0.0,247.06799999999058,0.0,5.0,0.0,299,2,1.0,True,32.0
300,-1.9569569999999998,1.025091,0.0,231.5,5085.5,0.7536785,48.8,66.0,0.0,0.0,242.35199999999895,0.0,5.0,0.0,300,2,1.0,True,32.0
301,-1.9561769999999998,1.024311,0.0,232.4,5105.2,0.7536785,51.4,66.0,0.0,0.0,249.3,0.0,5.0,0.0,301,2,1.0,True,32.0
302,-1.9544025454545455,1.0321600000000002,0.0,232.1818181818182,5102.363636363636,0.7536784999999999,42.90909090909091,66.0,0.0,0.0,245.84400000000315,0.0,5.0,0.0,302,2,1.0,True,32.0
303,-1.9469245454545456,1.0419803636363636,0.0,237.27272727272728,5218.909090909091,0.7808421909090909,46.36363636363637,65.81818181818181,0.0,0.0,248.00399999999792,0.0,5.0,246.0,303,2,1.0,True,32.0
304,-1.9385992727272727,1.0478833636363638,3.867490909090909e-05,265.54545454545456,5866.272727272727,0.804287609090909,73.27272727272727,65.0,8.909090909090908,-8.818181818181818,285.44400000000314,0.0,5.0,246.0,304,2,1.0,True,32.0
305,-1.9429075000000002,1.05816025,0.00017725999999999997,255.58333333333334,5639.25,1.031976625,74.33333333333333,65.58333333333333,40.833333333333336,-40.416666666666664,267.5880000000063,0.0,5.0,246.0,305,2,1.0,True,32.0
306,-1.9415900000000001,1.050034,0.0,228.5,5027.0,1.147476,86.5,66.0,0.0,0.0,124.34400000000315,0.0,5.0,246.0,306,2,1.0,True,32.0
307,-1.94159,1.0499158181818182,0.0,235.9090909090909,5193.545454545455,1.147476,90.0,65.54545454545455,0.0,0.0,247.1039999999979,0.0,5.0,0.0,307,2,1.0,True,32.0
308,-1.9406249090909091,1.0561081818181817,0.00015469963636363635,262.6363636363636,5802.090909090909,1.1715196363636364,89.63636363636364,65.0,31.636363636363637,-31.272727272727273,277.8480000000011,0.0,5.0,246.0,308,2,1.0,True,32.0
309,-1.9505885,1.0396988333333332,7.0904e-05,239.66666666666666,5283.0,1.3219633333333334,74.0,65.83333333333333,14.5,-14.333333333333334,263.33999999997906,0.0,5.0,246.0,309,2,1.0,True,32.0
310,-1.9399426363636365,1.0586187272727272,0.0,231.36363636363637,5094.454545454545,1.357891818181818,84.81818181818181,66.0,0.0,0.0,249.0840000000084,0.0,5.0,246.0,310,2,1.0,True,32.0
311,-1.9376173636363634,1.0799714545454544,0.09235568545454545,263.90909090909093,5821.727272727273,1.3745434545454545,94.72727272727273,65.27272727272727,114.0,70.72727272727273,284.65199999999896,0.0,5.0,212.0,311,2,1.0,True,32.0
312,-1.9271565454545454,1.185913,0.1691253909090909,285.27272727272725,6301.090909090909,1.4705556363636363,87.81818181818181,65.0,224.63636363636363,113.72727272727273,302.04000000000525,0.0,5.0,232.0,312,2,1.0,True,32.0
313,-1.93921275,1.3149695833333335,0.16293740833333334,284.6666666666667,6293.333333333333,1.8623980833333331,83.08333333333333,65.0,298.9166666666667,26.5,302.50799999999583,0.0,5.0,232.0,313,2,1.0,True,32.0
314,-2.0004155,1.415478,0.11677890500000002,286.0,6334.5,2.3780675,61.5,65.0,284.0,-50.0,151.8840000000084,0.0,5.0,228.0,314,2,1.0,True,31.0
315,-2.0942785833333333,1.48825525,0.12571275083333333,288.3333333333333,6383.083333333333,0.3521175833333334,62.833333333333336,64.58333333333333,288.5833333333333,-37.416666666666664,303.4079999999958,0.0,5.0,228.0,315,2,1.0,True,31.0
316,-2.2768639090909093,1.5082653636363637,0.26066887272727274,296.0,6562.545454545455,-3.038112090909091,86.18181818181819,64.0,254.8181818181818,265.8181818181818,315.32399999998745,0.0,5.0,352.0,316,2,1.0,True,31.0
317,-2.5476603333333334,1.4929379999999999,0.29049365,296.1666666666667,6565.666666666667,-3.094730333333333,96.83333333333333,64.33333333333333,281.3333333333333,299.0,317.3760000000126,0.0,5.0,348.0,317,2,1.0,True,27.0
318,-2.8540295454545452,1.482953818181818,0.2983382,292.90909090909093,6483.181818181818,-3.110396090909091,97.81818181818181,64.45454545454545,297.27272727272725,299.0,313.0920000000042,0.0,5.0,344.0,318,2,1.0,True,27.0
319,-3.1083706363636363,1.474632,0.29895705454545457,293.8181818181818,6514.636363636364,-3.1134373636363635,98.72727272727273,64.27272727272727,298.72727272727275,299.0,310.78800000000626,0.0,5.0,340.0,319,2,1.0,True,29.0
320,-3.3873565999999995,1.4698823,0.29856256,294.5,6532.6,-3.1138161,99.1,64.1,299.0,297.8,316.40399999999795,0.0,5.0,264.0,320,2,1.0,True,29.0
321,-3.67842175,1.4652399999999999,0.2986831,293.75,6508.75,-3.111961583333333,100.0,64.41666666666667,299.0,298.0833333333333,313.2,0.0,5.0,264.0,321,2,1.0,True,29.0
322,-3.9831500000000006,1.4580645,0.29907305,291.0,6443.0,-3.1113150000000003,100.0,64.5,299.0,298.5,157.31999999998953,0.0,5.0,260.0,322,2,1.0,True,5.0
323,-4.224289,1.4503529166666667,0.28652305,283.5,6279.083333333333,-3.1116985833333337,100.0,64.5,286.0833333333333,286.9166666666667,306.7199999999895,0.0,5.0,260.0,323,2,1.0,True,5.0
324,-4.404455666666666,1.4471319999999999,0.12776899166666666,268.1666666666667,5930.833333333333,-3.1126426666666664,100.0,65.0,128.0,128.33333333333334,287.6400000000052,0.0,5.0,260.0,324,2,1.0,True,5.0
325,-4.4984578181818184,1.4447940909090908,0.07239942545454546,258.54545454545456,5712.0,-3.11257,100.0,65.0,72.72727272727273,72.72727272727273,282.45599999999683,0.0,5.0,260.0,325,2,1.0,True,5.0
326,-4.535868,1.443681,0.0,232.1,5115.4,-3.112514,100.0,65.0,0.0,0.0,248.00399999999792,0.0,5.0,260.0,326,2,1.0,True,5.0
327,-4.535868,1.4441537272727272,0.0,235.0,5184.0,-3.112514,100.0,65.0,0.0,0.0,252.54000000000525,0.0,5.0,260.0,327,2,1.0,True,5.0
328,-4.535868,1.446281,0.0,235.0,5184.0,-3.112514,100.0,65.0,0.0,0.0,248.36400000001885,0.0,5.0,260.0,328,2,1.0,True,5.0
329,-4.535868,1.446281,0.0,235.0,5181.0,-3.112514,100.0,65.0,0.0,0.0,251.20799999999582,0.0,5.0,260.0,329,2,1.0,True,5.0
330,-4.535868,1.446281,0.0,234.5,5171.5,-3.112514,100.0,65.0,0.0,0.0,124.52399999998742,0.0,5.0,260.0,330,2,1.0,True,5.0
331,-4.535868,1.446281,0.0,234.5,5173.9,-3.112514,100.0,65.0,0.0,0.0,253.54800000000105,0.0,5.0,260.0,331,2,1.0,True,5.0
332,-4.535868,1.446281,0.0,234.4,5169.6,-3.112514,100.0,65.0,0.0,0.0,246.4920000000042,0.0,5.0,260.0,332,2,1.0,True,5.0
333,-4.535868,1.446281,0.0,241.0,5317.2,-3.112514,100.0,65.0,0.0,0.0,263.8800000000105,0.0,35.0,262.0,333,2,1.0,True,5.0
334,-4.53796625,1.439115,0.000319068,270.5,5974.25,-3.0282665000000004,99.25,65.0,68.5,-67.75,287.3879999999801,0.0,35.0,262.0,334,2,1.0,True,5.0
335,-4.536687545454545,1.430315,0.000425424,275.54545454545456,6099.363636363636,-2.696443818181818,97.18181818181819,65.0,100.0,-99.0,290.66400000001886,0.0,35.0,262.0,335,2,1.0,True,5.0
336,-4.533917454545454,1.4302285454545454,0.000425424,276.09090909090907,6113.0,-2.3917641818181816,97.18181818181819,65.0,100.0,-99.0,299.08799999998007,0.0,35.0,262.0,336,2,1.0,True,5.0
337,-4.5281511666666665,1.4328936666666667,0.000425424,276.3333333333333,6117.166666666667,-2.0060345833333333,93.66666666666667,65.0,100.0,-99.0,293.61600000001783,0.0,35.0,262.0,337,2,1.0,True,5.0
338,-4.5137410000000004,1.4517250000000002,0.00042542399999999993,278.0,6151.5,-1.7130219999999998,90.5,65.0,100.0,-99.0,144.9,0.0,35.0,262.0,338,2,1.0,True,5.0
339,-4.492425166666666,1.4592605,0.000425424,276.6666666666667,6121.333333333333,-1.3639624166666666,78.08333333333333,65.0,100.0,-99.0,296.2079999999958,0.0,35.0,262.0,339,2,1.0,True,5.0
340,-4.436863833333334,1.4344670833333335,0.000283616,267.4166666666667,5916.416666666667,-1.0639985166666666,58.333333333333336,65.0,66.66666666666667,-66.0,290.3759999999864,0.0,35.0,262.0,340,2,1.0,True,5.0
341,-4.389801363636364,1.4228091818181818,0.0,247.27272727272728,5457.636363636364,-0.9145288,50.18181818181818,65.0,0.0,0.0,262.40399999999795,0.0,35.0,262.0,341,2,1.0,True,5.0
342,-4.388459545454546,1.4239506363636365,0.0029392927272727273,250.0,5519.272727272727,-0.9104476363636365,54.18181818181818,65.0,7.818181818181818,-2.0,266.4,0.0,35.0,262.0,342,2,1.0,True,5.0
343,-4.3762436000000005,1.4201214,0.045690537,275.7,6101.0,-0.812059,57.8,65.0,114.4,-22.9,290.7720000000147,0.0,35.0,262.0,343,2,1.0,True,5.0
344,-4.3091226,1.3767859000000002,0.136646168,287.1,6359.1,-0.43855445,52.2,64.9,267.4,5.3,310.24800000000107,0.0,35.0,262.0,344,2,1.0,True,5.0
345,-4.127138416666667,1.3382954166666667,0.19200799999999998,286.3333333333333,6341.416666666667,-0.06177003666666667,35.75,64.08333333333333,274.0833333333333,109.41666666666667,294.3719999999885,0.0,35.0,262.0,345,2,1.0,True,5.0
346,-3.9541910000000002,1.3865349999999999,0.0,242.0,5332.0,0.06062958,11.5,65.0,0.0,0.0,133.63200000000944,0.0,35.0,262.0,346,2,1.0,True,5.0
347,-3.9051715833333334,1.4599849999999999,0.0,244.08333333333334,5384.416666666667,0.0707026125,15.416666666666666,65.0,0.0,0.0,258.6239999999874,0.0,35.0,262.0,347,2,1.0,True,5.0
348,-3.904678,1.5453122727272728,0.0,232.1818181818182,5121.909090909091,0.07164763363636363,21.727272727272727,65.0,0.0,0.0,251.64000000000524,0.0,35.0,262.0,348,2,1.0,True,5.0
349,-3.905145636363636,1.5851303636363638,0.0,231.1818181818182,5094.454545454545,0.07276584,27.0,65.27272727272727,0.0,0.0,243.4680000000168,0.0,35.0,262.0,349,2,1.0,True,5.0
350,-3.9060129999999997,1.590644,0.0,231.0,5085.5,0.07237188,25.0,65.5,0.0,0.0,246.81599999999162,0.0,35.0,262.0,350,2,1.0,True,5.0
351,-3.90918125,1.5902099166666666,0.0,231.66666666666666,5101.916666666667,0.07365666,24.666666666666668,65.41666666666667,0.0,0.0,244.40399999999792,0.0,35.0,262.0,351,2,1.0,True,5.0
352,-3.909030636363636,1.5902690909090909,0.0,231.36363636363637,5094.454545454545,0.07358845545454545,23.545454545454547,65.45454545454545,0.0,0.0,246.85199999999895,0.0,35.0,262.0,352,2,1.0,True,5.0
353,-3.9066951666666667,1.5893534166666667,0.0,232.25,5115.166666666667,0.07247941583333334,23.833333333333332,65.41666666666667,0.0,0.0,249.62399999998743,0.0,35.0,262.0,353,2,1.0,True,5.0
354,-3.9067534999999998,1.589215,0.0,229.5,5056.0,0.07217442,26.0,65.5,0.0,0.0,124.38000000001048,0.0,35.0,262.0,354,2,1.0,True,5.0
